MATRICULA,NOME,REPROVACOES_DE,REPROVACOES_EM,REPROVACOES_MF,REPROVACOES_GO,NOTA_DE,NOTA_EM,NOTA_MF,NOTA_GO,INGLES,H_AULA_PRES,TAREFAS_ONLINE,FALTAS,PERFIL,DESV_ENT_NOTAS,SUM_NOTAS
644221,Hamilton Luigi de Pacheco,0,0,0,0,6.9,7.7,6.5,,,3,3,2,EXATAS,0.61101,0.8485
511995,Nayara Tlepum de Martins,0,0,0,0,7.6,7.7,7.7,7,1,4,4,3,EXCELENTE,0.33665,3.2501
519316,Everton Isac Borba,0,0,0,0,6.9,7.2,5.3,6.4,0,11,4,2,EXATAS,0.83467,3.2449
767433,Leila de Vasconcelos,0,0,0,0,6.7,5.7,5.7,,0,18,7,2,EXATAS,0.57735,3.2909
719557,Mirela Elisete Klehey Dutra,1,3,1,1,0,0,0,0,1,4,2,3,DIFICULDADE,0,0.5
540695,Lígia Eiern,1,1,1,3,0,0,0,0,1,4,2,4,DIFICULDADE,0,0.5
721876,Maria Tebu Acloson,0,0,0,0,6.6,6.4,4.7,,0,3,2,6,EXATAS,1.04403,3.3151
732599,Túlio de Magalhães,0,0,0,0,6.3,5.5,6.9,6.2,0,3,2,4,DIFICULDADE,0.57373,3.1522
302890,Laerte da Silva,3,1,3,3,0,0,0,,,3,3,3,DIFICULDADE,0,"0,00"
239351,Eulália Ariel Pinto,1,1,1,3,0,0,0,0,1,3,0,3,DIFICULDADE,0,0.5
944997,Graziele Vanessa Iaskuno Weiss,3,1,3,1,0,0,0,0,1,2,1,7,DIFICULDADE,0,0.5
498264,José dos Santos de Munhoz,0,0,0,0,6.7,6.9,7.2,6.4,0,7,2,5,HUMANAS,0.33665,3.4326
641096,Vitor de Souza,0,0,0,0,7.1,6.9,7.1,6.4,0,12,6,3,HUMANAS,0.3304,3.4127
625232,Rute Esurn de Moura Gomes,0,0,0,0,6.1,5.4,7,5.2,0,2,2,3,HUMANAS,0.81394,3.0419
920941,José dos Santos,0,0,0,0,7.2,7.3,7.1,6.3,0,6,5,3,HUMANAS,0.45735,3.4769
502417,Ayrton Isom de Pereira,0,0,0,0,6.2,6.5,7,,0,4,0,4,HUMANAS,0.40415,3.9051
971180,Isabela de Lins Blydacruylvic,0,0,0,0,6.7,5.9,5.5,,1,4,0,8,EXATAS,0.61101,2.7209
588440,Jackson Jardel da Silva de Arruda,0,0,0,0,6.7,7.2,5.2,,1,5,0,5,EXATAS,1.04083,3.1644
164129,Roberto de Peixoto Roei da Silva Neto,0,0,0,0,6,5.5,5.1,4.3,0,3,5,3,DIFICULDADE,0.71822,2.5329
136659,Isac da Silva,1,3,1,1,0,0,0,,1,3,2,4,DIFICULDADE,0,0.5774
241606,Reginaldo Kauê Dutra Hosechi da Silva Júnior,0,0,0,0,6.3,4.8,5.5,4.8,1,2,5,3,EXATAS,0.71414,2.0435
581551,Guilherme da Silva de Cardoso Júnior,0,0,0,0,6.9,7,6.2,6.4,1,3,2,3,EXATAS,0.38622,2.7875
698238,Elano da Silva,1,1,1,3,0,0,0,0,0,9,4,3,DIFICULDADE,0,"0,00"
682719,Cristiane Suzy de Souza,0,0,0,0,6,5.3,6.4,,1,2,3,4,EXATAS,0.55678,2.8537
727213,José Jonathan Teze,0,0,1,1,6.1,5.8,0,0,0,4,3,2,DIFICULDADE,3.43742,2.9
361781,Altino Nicolau de Britto Tepurni,0,0,0,0,6.9,6.7,6.4,,1,5,5,3,EXATAS,0.25166,3.2078
405514,Lino Félix de Fonseca,0,0,0,0,5.1,7.2,5.6,7.3,,4,6,3,EXATAS,1.11654,0.9539
462899,Cícero Inácio de Pascoal,1,1,1,1,0,0,0,0,0,4,2,6,DIFICULDADE,0,"0,00"
758626,Josiel Glaza,0,0,0,0,6.1,4.9,4.7,,1,4,5,5,EXATAS,0.75719,2.1962
948921,Cléber Ismael Schneider de Alcântara,0,0,0,0,6.3,6.6,5.5,,1,9,5,1,EXATAS,0.56862,"2967,00"
268987,Luciano Álvaro Nha,0,0,0,0,5.2,4.8,5.8,6.3,1,0,3,6,EXATAS,0.66018,2.3991
911780,Lígia Aymencle de Ferreira Ekrirnson,1,1,3,1,0,0,0,0,1,8,2,6,DIFICULDADE,0,0.5
116766,Velma Rangel,0,0,0,0,6.9,6.6,5.7,6.1,0,5,5,1,EXATAS,0.53151,3.0887
791456,Mário Ali de Pereira Espada Gades,0,0,0,0,6.3,6.7,5.4,5.8,1,2,4,6,EXATAS,0.56862,2.5421
686762,Otávio Davi de Rezende Frias,0,0,0,0,5.4,5.2,4.9,5.7,,5,3,5,DIFICULDADE,0.33665,0.4041
498936,Kevin da Silva de Rezende,0,0,0,0,6.5,6.2,5,,0,2,3,5,EXATAS,0.79373,3.2884
776246,Laura de Pacheco,0,0,0,0,5.6,6.7,6.7,5.1,1,3,2,4,HUMANAS,0.80571,2.6912
807756,Ivete de Linhares da Silva Apier,0,0,0,0,6.9,6.5,5.3,6,1,2,5,2,EXATAS,0.68981,2.5153
696588,Chico Nilton Rosolaer Naves,0,0,0,0,7.1,7,5,6.5,,10,4,4,EXATAS,0.96954,1.0408
645216,Mel Nair de Barbosa,0,0,0,0,6.2,5.7,5.1,4.3,1,5,5,3,EXATAS,0.81803,2.0966
895682,Lucas Paim,0,0,0,0,6.7,6.8,5,4.8,1,4,2,3,EXATAS,1.07199,2.4386
784479,Osvaldo Shizakeke,0,0,0,0,7.4,7,6.6,,1,17,3,5,MUITO_BOM,0.4,3.3546
818775,Fabíola Leila de Barbosa,1,1,1,1,0,0,0,0,1,4,3,4,DIFICULDADE,0,0.5
832418,Alessandre Kim Herrera,0,0,0,0,5.2,5.8,6.4,,1,3,0,4,EXATAS,0.6,2.9597
113932,Natália Yolanda Roboul Gomes,0,0,0,0,5.5,6,4.8,4.9,1,5,4,3,DIFICULDADE,0.55976,2.1854
797286,Magali Mayara de Santo Antônio dos Santos,1,1,1,1,0,0,0,0,0,4,0,4,DIFICULDADE,0,"0,00"
543341,Patrícia de Azevedo,0,0,0,0,5.1,5.4,4.5,4.7,1,2,4,3,DIFICULDADE,0.40311,1.9715
120041,Matilde Nnado,0,0,0,0,6,6.2,7.5,6.1,0,3,1,6,HUMANAS,0.70475,3.3611
904726,Zeca Tomáz Rosier de Angola Jardim,0,0,0,0,6.7,6.4,5.8,5.2,0,3,0,8,EXATAS,0.66521,2.9411
700098,Ariana Pires de Barbosa,3,1,1,1,0,0,0,0,0,9,5,3,DIFICULDADE,0,"0,00"
387834,Mara Yaov,0,0,0,0,5.7,5.9,5.5,5.1,0,3,2,4,DIFICULDADE,0.34157,2.7693
463676,Wilson Birne Dreiolman,1,3,3,3,0,0,0,,1,5,0,8,DIFICULDADE,0,0.5774
117279,Maria Núbia Prolçu,0,0,0,0,6.5,5.9,6.6,5.3,0,8,4,2,EXATAS,0.60208,3.0139
664807,Marielle Nulceisuman,0,0,0,0,6.6,6.2,4.7,,,4,0,2,EXATAS,1.00167,1.0607
882587,Altino Hércules Cuniz Júnior,1,1,1,1,0,0,0,0,1,3,0,3,DIFICULDADE,0,0.5
136830,Wellington do Maranhão Onzern,0,0,0,0,6.5,6.3,7.7,,,7,5,2,HUMANAS,0.75719,0.9899
885800,Otto de Santo Antônio Neto,0,0,0,0,5.7,6.4,5,5.4,0,5,5,3,EXATAS,0.5909,2.8612
926269,Severino Filipe Feapi,1,1,3,1,0,0,0,0,1,12,5,4,DIFICULDADE,0,0.5
733926,Cláudia Soraya Pimsza Nitsubune,1,3,1,1,0,0,0,,1,3,5,3,DIFICULDADE,0,0.5774
104208,Orlando Mike de Ferraz Zaze,0,0,0,0,6.8,5.5,5.1,6.2,1,7,2,6,EXATAS,0.75277,2.3445
412164,Liane Raiane Earnman de Lins,0,0,0,0,6.1,6.6,5.7,,0,3,4,3,EXATAS,0.45092,3.5791
803357,Bárbara Igoefrirn,0,0,0,0,5.6,6.1,5.9,4.5,1,4,3,3,DIFICULDADE,0.71356,2.3599
769242,Nelson Ismael Ageuzsen Oeson,0,0,0,0,6.1,6,5.5,5.6,1,3,2,3,EXATAS,0.29439,2.3599
829244,Isabela da Gama dos Santos,0,0,0,0,7.2,7.2,7.8,7,0,10,7,1,MUITO_BOM,0.34641,3.6824
758685,Isac Ayan,0,0,0,0,6.6,6.7,5.1,6.1,1,3,2,6,EXATAS,0.73201,2.5695
502082,Mirela Tina dos Santos de Pereira,0,0,0,0,6.7,6.7,6.7,5.7,1,5,4,6,HUMANAS,0.5,2.7244
465299,Marilúcia Gilmara Mornfreoer Nime,0,0,0,0,7.1,7,5.8,,1,4,3,4,EXATAS,0.72342,3.1749
872882,Albina Margarete de Godoy,0,0,0,0,6,5.8,7.3,,1,2,2,4,HUMANAS,0.81445,3.2909
167961,Manuela Luzia de Cardozo,0,0,0,0,6.3,6.2,5,5.4,,4,5,2,EXATAS,0.62915,"611,00"
574107,Evelyn de Barbosa Eopiov,0,0,0,0,7,5.9,5.1,4.7,,4,4,2,EXATAS,1.01448,"611,00"
261346,Maurício Baou Dede,0,0,0,0,7.1,5.9,5.6,,1,2,5,2,EXATAS,0.79373,2.7465
428954,Selena Anna dos Santos de Espanha,1,1,3,1,0,0,0,0,0,7,5,5,DIFICULDADE,0,"0,00"
256645,Leonara Guerra,0,0,0,0,5.7,4.8,5.1,5.3,1,2,5,3,EXATAS,0.37749,2.0437
740863,Victor Ozeu,1,1,1,1,0,0,0,0,1,2,0,5,DIFICULDADE,0,0.5
689924,Karina da Silva,3,1,1,1,0,0,0,0,,15,5,4,DIFICULDADE,0,"0,00"
533397,Kauê da Serra Ioernov Terceiro,1,1,3,1,0,0,0,0,1,2,3,4,DIFICULDADE,0,0.5
355820,Guiomar Camila Nunes,0,0,0,0,6.2,5.8,5.2,5.2,1,2,0,5,EXATAS,0.4899,2.2181
713338,Melissa de Paula,3,1,1,1,0,0,0,0,,5,0,4,DIFICULDADE,0,"0,00"
641492,Eliomar da Silva,0,0,0,0,6.6,6,4.9,,0,15,2,3,EXATAS,0.86217,3.1943
295223,Eliane Anne de Oliveira Ounson,0,0,1,1,5.9,4.3,0,0,,11,7,3,DIFICULDADE,3.01607,2.4826
849772,Alexandre Victor da Silva de Siqueira Júnior,0,0,0,0,4.6,4.3,6,5.4,0,9,6,3,EXATAS,0.7719,2.7097
370202,Sebastião Sanches,0,0,0,0,7.5,7.8,9.5,7.8,0,4,0,3,MUITO_BOM,0.91104,4.2594
653402,Carla de Leite da Cruz,0,0,0,0,6.7,6.8,5.7,,1,3,0,3,MUITO_BOM,0.60828,3.0806
516888,Sandra de Abreu dos Santos,1,1,1,1,0,0,0,,1,3,3,6,DIFICULDADE,0,0.5774
105605,Isaías de Miranda da Mata,0,0,0,0,6.4,6.6,6.2,5.5,1,3,2,7,EXATAS,0.47871,2.5902
563436,Arthur Tezornvic de Arruda da Silva Júnior,1,1,1,1,0,0,0,0,0,2,0,3,DIFICULDADE,0,"0,00"
588110,Nicolas Táles de Oliveira,0,0,0,0,5.5,6.1,4.9,5.1,,5,4,3,EXATAS,0.52915,0.6429
879849,Juan da Silva de Vieira,0,0,0,0,6.4,5.9,6.9,5.8,,2,4,3,HUMANAS,0.50662,0.6083
676801,Bóris Rosatto da Silva,0,0,0,0,6.1,5.5,6.9,5.8,0,5,5,3,HUMANAS,0.60208,3.0925
854327,Leonardo Castelo,0,0,0,0,6.8,6.2,7.3,6.7,,11,6,2,HUMANAS,0.45092,0.5508
861333,Marielle Márcia Duque,0,0,0,0,7,6.8,5.9,6.3,0,5,2,3,EXATAS,0.49666,"3188,00"
129410,Eva Zulmira de Uchôa Apumtrecy,0,0,0,0,6.8,6.7,5.4,,,4,5,3,EXATAS,0.78102,0.9192
598529,Alex Raí de Álvares,0,0,0,0,6.4,6.7,5.7,5.5,,4,4,3,EXATAS,0.56789,0.6429
104434,Eunice Bevea de Souza,0,0,0,0,6.9,6.5,5.6,6.1,,3,2,5,EXATAS,0.55603,0.4509
867012,Margarida Suzanne da Silva Tristão,0,0,0,0,7,6.8,6.3,6.4,,2,0,4,EXATAS,0.3304,0.2646
302397,Violeta da Lira,1,1,3,1,0,0,0,,1,3,0,4,DIFICULDADE,0,0.5774
792839,Suzy Imiman de Lacerda,0,0,0,0,4.6,5.1,5.4,4.6,1,2,2,6,EXATAS,0.39476,2.0435
269742,Bernadete Naves Pycufimasov,3,3,1,1,0,0,0,,,9,4,6,DIFICULDADE,0,"0,00"
932292,Ney Jack Ifornson de Souza,0,0,0,0,6.3,6.3,6.4,4.7,0,4,5,3,EXATAS,0.81803,3.0028
681552,Bartolomeu Mário de Souza Ugyazzyrnman,0,0,0,0,7.1,6.8,6.2,6,0,4,5,2,EXATAS,0.51235,3.1849
471053,Jonathas da Gama de Farias Gomes,0,0,0,0,6.4,6.5,4.8,5.8,1,3,2,5,DIFICULDADE,0.78049,2.4514
339389,Evelyn Beatriz Kihonuyo,0,0,0,0,6.1,6.8,5.4,,,2,2,3,EXATAS,0.7,0.9899
392400,Taís Tagu Jiyson,0,0,1,1,6.2,6.7,0,,1,4,2,6,DIFICULDADE,3.73229,3.6143
783550,Marcos Guyson de Borges Neto,0,0,0,0,6.2,6,5.7,5.5,1,7,4,3,EXATAS,0.31091,2.3756
988773,Itamar Fred da Rocha,0,0,0,0,5.4,5.9,5,4.9,,5,0,3,EXATAS,0.45461,0.5508
800517,Mara Tatiana Quoa,0,0,0,0,7.1,7.2,5.6,,1,2,2,2,EXATAS,0.89629,3.2187
626462,Lisa Gomes de Mello,0,0,0,0,6.7,6.4,5.2,5.4,0,3,0,3,EXATAS,0.73655,2.8816
863293,Jonathan Negrão de Alves Niaz,1,1,1,3,0,0,0,0,0,10,7,3,DIFICULDADE,0,"0,00"
972263,Vitória Tainá dos Santos da Silva,0,0,0,0,6.3,7,7,,1,9,4,2,MUITO_BOM,0.40415,3.4641
467643,Artur Humberto Aplanbaman Osanidlun de Alcântara,0,0,0,0,6.6,6.8,6.5,,1,16,2,4,EXATAS,0.15275,3.2655
890989,Elisângela Yoze dos Santos,0,0,0,0,5.4,5.3,5,5.2,1,2,3,3,DIFICULDADE,0.17078,2.0871
217757,Suzy Schneider da Silva,0,0,0,0,7.2,7,6.6,,,2,5,3,HUMANAS,0.30551,0.2828
447033,Eric Plusaler,0,0,0,0,6.1,6.2,5.7,4.7,0,16,5,2,DIFICULDADE,0.68496,2.8361
893167,Osório da Costa de Simões Shimuwo,0,0,0,0,5.8,6.1,5.4,5.2,1,5,3,6,EXATAS,0.40311,2.3157
582923,Simão Marinho,1,3,3,3,0,0,0,0,1,6,2,3,DIFICULDADE,0,0.5
350091,Anakin Quirino de Drummond,0,0,0,0,4.9,4.9,5.3,5.5,0,5,2,6,EXATAS,0.3,2.6285
671730,Viviane Wilma Jardim da Silva,3,3,1,1,0,0,0,0,0,2,0,6,DIFICULDADE,0,"0,00"
655128,Denis Lalavyman de Magalhães,0,0,0,0,6.2,5.8,6.5,5.9,,4,3,5,DIFICULDADE,0.31623,0.3786
596787,Jonas Enyuov de Barbosa Fivuer,0,0,0,0,7.7,7.9,7.9,8.1,,4,5,3,HUMANAS,0.1633,0.1155
589903,Artur Walter Pires,0,0,0,0,7,7.5,7.7,7,1,4,4,2,HUMANAS,0.3559,3.2135
401660,Roger Riuiã,0,0,0,0,5,5.4,4.6,4.7,0,2,0,6,DIFICULDADE,0.3594,2.4757
475989,Sebastião de Cerqueira Izpya,0,0,0,0,6.1,7.1,5.5,,1,5,5,3,EXATAS,0.80829,3.1628
642925,Leni Ana Portugal,0,0,0,0,6.6,7.3,5.9,5.3,0,5,3,5,EXATAS,0.86554,3.1952
254042,Diana Emwi,0,0,0,0,8,8.7,9.9,,0,14,6,2,EXCELENTE,0.9609,5.4028
729920,Denise de Lacerda Pires,0,0,0,0,5.3,5.3,6.4,4.6,0,7,4,3,EXATAS,0.74386,2.8159
448184,Soraya Ariel Ganeli Medezosu,0,0,0,0,7.3,6.8,6.2,,1,5,5,1,EXATAS,0.55076,3.1896
732088,Jussara de Rezende Dias,0,0,0,0,6.1,6.8,6.3,,,2,2,3,EXATAS,0.36056,0.3536
818964,José Nokabu,0,0,0,0,7.3,7.3,5.2,,,5,4,6,EXATAS,1.21244,1.4849
917754,Valéria Diana dos Santos,0,0,0,0,6.7,6.8,5.3,6.2,0,4,4,5,EXATAS,0.68557,3.1117
294127,Israel Martinho de Vasconcelos da Mata,0,0,0,0,5.9,5.7,5.2,5.8,,2,3,3,EXATAS,0.31091,0.3215
106778,Vinícius Décio de Gusmão,0,0,0,0,6.5,6.4,5.8,,1,2,5,3,EXATAS,0.37859,2.9597
547697,Célia da Silva,1,1,1,1,0,0,0,0,1,3,2,6,DIFICULDADE,0,0.5
937476,Olga Angélica Buho,0,0,0,0,6.6,6.6,6.5,,1,4,4,3,EXATAS,0.05774,3.2047
857139,Robert dos Santos de Peres,0,0,0,0,6.2,6.4,6.5,5.9,0,2,2,4,DIFICULDADE,0.26458,3.1443
953542,Antônio Herrera,0,0,0,0,6.6,7,7,6.6,,6,5,2,MUITO_BOM,0.23094,0.2309
176332,Daniel Nonoz Terceiro,3,1,1,3,0,0,0,,1,4,1,6,DIFICULDADE,0,0.5774
710545,Otto Espryvic Júnior,0,0,0,0,6.8,6.5,5.7,5.4,1,2,0,4,EXATAS,0.65828,2.4772
330981,Wagner Tokemimo da Conceição,0,0,0,0,5.9,6.5,5.6,4.2,0,4,4,3,EXATAS,0.97468,2.8768
171795,Isaiane Roseli Jiko Tazo,0,0,0,0,5.7,5.3,5.5,6.6,0,5,2,6,EXATAS,0.57373,2.9558
641078,Elisângela Sílvia de Rezende,0,0,0,0,7.4,7,7,7.1,0,17,6,2,HUMANAS,0.1893,"3517,00"
785457,Eleriane Vanessa de Álvares,0,0,0,0,5.3,4.7,5.9,5.8,1,6,3,5,EXATAS,0.55,2.2986
587481,Wanda Camila Krakinigri dos Santos,0,0,0,0,7.2,7.3,6.9,6.5,0,3,5,4,MUITO_BOM,0.3594,3.4654
443248,Humberto Juan Ilgeal Júnior,0,0,0,0,5.9,6,5.3,6.3,1,2,3,3,EXATAS,0.41932,2.4691
355232,Rodrigo de Gonçalves,0,0,0,0,6.8,5.7,5.2,6.5,1,1,3,8,EXATAS,0.73258,"2459,00"
520863,Itamara de Barbosa,0,0,0,0,6.7,5.9,5.4,5.4,1,3,3,5,EXATAS,0.61373,2.2955
130572,Luigi Yugiko Franco,0,0,0,0,7,7.2,5.3,6.4,,4,2,6,EXATAS,0.85391,0.9539
739191,Nayara de Mendonça Oydre,0,0,0,0,7.2,7.1,7.4,6.6,0,12,2,3,MUITO_BOM,0.34034,3.5321
288528,Olga Fabiana da Silva,1,3,1,1,0,0,0,0,1,2,4,3,DIFICULDADE,0,0.5
267122,Frederico Iugri de Espanha Durebry,0,0,0,0,6.3,6.9,6.1,5.7,1,3,5,4,DIFICULDADE,0.5,2.6638
255067,Jonathas Ismael de Paiva da Silva Dias,0,0,0,0,7.5,6.5,6,6.6,0,7,0,3,EXATAS,0.6245,3.1941
933257,Wagner Jacinto de Vasconcelos Terceiro,0,0,0,0,6.4,7,5.4,4.9,,4,2,6,DIFICULDADE,0.95,"1097,00"
663097,Orlando Sebastião Detha,0,0,0,0,7.8,8,6.9,7.6,0,14,5,1,MUITO_BOM,0.47871,3.7775
854632,Álvaro Matheus Moivic,3,1,1,1,0,0,0,0,1,5,0,8,DIFICULDADE,0,0.5
485581,Tainara Engusão da Silva,0,0,0,0,6.8,7,4.8,5.8,1,3,5,6,DIFICULDADE,1.01325,2.5942
570950,Márcia Velma de Castro,0,0,0,0,7.4,8,7,,0,10,5,2,HUMANAS,0.50332,4.3589
757440,Silvair de Bueno,0,0,3,1,6.1,4.5,0,0,,4,3,2,DIFICULDADE,3.1289,2.5981
533219,Adriana Mirian da Silva,0,0,0,0,6.7,5.7,5.7,5.7,0,2,2,4,EXATAS,0.5,2.85
755201,Mirian de Santo Antônio,0,0,0,0,6.6,7.1,6.2,,,2,2,6,EXATAS,0.45092,0.6364
834589,Ingrid de Alencar Plyvuman,0,0,0,0,7,7,7.1,6.5,0,14,2,6,HUMANAS,0.2708,3.4434
133188,Ana Kogi Oarnisi,0,0,0,0,6.6,5.5,6.4,6.8,0,2,3,6,EXATAS,0.57373,3.1637
700271,Reinaldo de Magalhães,0,0,0,0,5.4,4.7,5.7,5,,3,2,7,DIFICULDADE,0.4397,0.5132
875114,Gilberto Osvaldo do Nascimento,0,0,0,0,7.7,8.3,8.9,7.5,1,13,6,3,EXCELENTE,0.63246,3.6619
188198,Tainá Gilmara de Souza,0,0,0,0,6.3,6.8,6.8,6.5,,9,0,2,HUMANAS,0.24495,0.1732
505078,Demilson de Alvim,0,0,0,0,6.6,6.8,7.5,6.1,,4,5,1,MUITO_BOM,0.58023,0.7
126763,Elisa Izas,0,0,0,0,5.2,6.8,5.9,6.7,1,12,2,6,DIFICULDADE,0.75056,2.7628
331542,Nilo Edinaldo Aody de Oliveira,0,0,0,0,5.2,4.8,6.6,5.1,1,5,5,2,DIFICULDADE,0.80156,2.3838
214047,Cícera Moreno,0,0,0,0,7.2,7.2,5.8,,1,2,0,4,EXATAS,0.80829,3.2517
299502,Eduarda Jebemlas Terceiro,0,0,0,0,4.8,5.1,5.1,4.9,1,2,1,7,EXATAS,0.15,2.0189
351764,Leila Melanie de Iglesias,0,0,0,0,6.6,6.9,7.2,6.9,0,10,6,2,MUITO_BOM,0.24495,3.5029
280595,Vera Envial,1,1,1,3,0,0,0,0,1,2,4,5,DIFICULDADE,0,0.5
488684,Fabrício Ninee Martinez de Moreira,1,1,1,1,0,0,0,0,,7,2,7,DIFICULDADE,0,"0,00"
268951,Walter Fred da Silva do Rio,0,0,0,0,6.3,6.7,5.9,4.9,1,0,0,4,EXATAS,0.77244,2.5264
780176,Edu Caio Renyilson de Fernandes,0,0,0,0,6.7,5.9,4.8,5.4,0,3,6,3,DIFICULDADE,0.80416,2.7208
861314,Viviane de Pereira Omtoimão,0,0,1,3,7,5.7,0,0,1,3,1,6,DIFICULDADE,3.70439,2.7244
716617,Marielle da Silva,0,0,0,0,5.2,4.6,4.9,4.5,,2,5,3,DIFICULDADE,0.31623,0.2082
802179,Selena Dina Evenvic Câmara das Neves,0,0,0,0,7.2,6.5,6.5,,1,4,2,4,EXATAS,0.40415,3.1754
745179,Israel da Silva de Siqueira,0,0,0,0,5.8,6.3,5.3,5.7,1,6,4,3,EXATAS,0.4113,2.4185
445610,Sandro Edu Truorn Aidinov,0,0,0,0,6.5,6.3,5.8,,,8,5,1,EXATAS,0.36056,0.3536
603057,Marina Gutierrez,0,0,0,0,6,6.4,5,,0,3,4,3,DIFICULDADE,0.72111,3.3645
992212,Cícero Cavalcante de Fonseca,1,3,1,1,0,0,0,0,1,5,2,3,DIFICULDADE,0,0.5
318673,Adriana de Sampaio,3,1,1,1,0,0,0,0,,11,2,6,DIFICULDADE,0,"0,00"
849048,Rafaela Gutierrez de Madureira Ernfaote,0,0,0,0,6.4,5.5,6.4,5.9,0,4,5,1,EXATAS,0.43589,2.9894
196253,Tábata de Queiroz,0,0,0,0,6.2,5.5,5.9,6.4,1,2,0,4,EXATAS,0.39158,"2494,00"
311883,Eleonora da Silva,0,0,0,0,5.5,4.4,5.6,5,1,0,2,6,DIFICULDADE,0.55,2.0591
764939,André de Pacheco do Amazonas,1,1,1,3,0,0,0,,1,9,0,3,DIFICULDADE,0,0.5774
704454,Áureo Bralai,0,0,0,0,6.8,7.7,7.4,6.9,,4,2,2,HUMANAS,0.42426,0.4041
962295,Wilson Cavalcante Duzyov,3,1,1,1,0,0,0,0,1,2,5,5,DIFICULDADE,0,0.5
329722,Caio Plínio de Diniz Pashi,0,0,0,0,7.5,7.5,7.9,5.8,0,20,7,1,EXCELENTE,0.93586,3.6487
915724,Eliomar Beatriz de Pereira,3,3,1,1,0,0,0,0,1,3,5,6,DIFICULDADE,0,0.5
250091,Josiane Roseli Rangel,0,0,0,0,5.5,5.6,4.9,5.1,1,1,2,4,DIFICULDADE,0.3304,2.1205
323480,Davi Edson Pinto Bideru,0,0,0,0,6.9,7.3,7.3,6.2,1,3,2,4,HUMANAS,0.51881,3.0116
851578,Rafael Hamilton Rodrigues Neto,0,0,0,0,6.3,6,6.1,,0,3,0,3,DIFICULDADE,0.15275,3.4933
360449,Aurélio Marcelo do Paraná,0,0,0,0,5.3,5.2,5.9,4.4,1,2,3,4,DIFICULDADE,0.61644,2.1716
725194,Sâmia Aparecida Alavic de Souza,0,0,0,0,7.5,7.1,6.9,7.3,1,5,2,4,HUMANAS,0.2582,3.0544
874638,Leonara Cliaman Câmara,0,0,0,0,6.4,6.2,4.9,4.8,1,3,0,5,EXATAS,0.84212,2.2426
212955,Maria Vlulyles Mercado,0,0,0,0,7.2,8.1,9.6,7.5,0,15,5,2,EXCELENTE,1.06771,4.2919
688609,Alessandre Nicolas de Soares,0,0,0,0,6.2,5.3,5.9,4.5,1,3,2,2,EXATAS,0.75,"2193,00"
415546,Barnabé da Silva Ornopason,0,0,0,0,6.8,6.6,6.2,5.3,1,3,2,4,EXATAS,0.66521,2.5747
355143,Walderice de Vasconcelos Yogi Fearndeoan,0,0,0,0,6.9,6.5,6.5,6.3,1,4,4,3,MUITO_BOM,0.25166,2.7183
235013,Jair Nathan dos Pinhais,3,3,1,1,0,0,0,0,0,2,5,3,DIFICULDADE,0,"0,00"
137537,Demilson Braztte da Conceição,0,0,0,0,6.1,6.7,6.1,5.7,0,2,3,3,EXATAS,0.41231,3.1106
930492,Isaiane Quiorn de Alencar Nadilo,0,0,0,0,6.9,6.4,7.1,6.5,0,10,4,2,HUMANAS,0.3304,3.3476
588946,Madalena de Gusmões,1,1,1,1,0,0,0,0,1,3,2,6,DIFICULDADE,0,0.5
931195,Joaquim Rivaldo Buarque,0,0,3,1,6,5.2,0,0,1,2,1,6,DIFICULDADE,3.24962,2.4786
787566,Gabrielle Lígia dos Santos Gomes,0,0,0,0,5.4,4.8,5.4,4.7,1,5,1,6,DIFICULDADE,0.37749,2.0073
422041,Maria Jussara de Brito Anean Feyenu,0,0,0,0,6.3,6.2,6.3,,,2,0,4,EXATAS,0.05774,0.0707
900201,Suzanne Raquel da Graça,0,0,0,0,6.2,5.5,7.7,4.7,0,5,5,3,HUMANAS,1.27377,3.2418
173534,Vívian Bianca de Machado Leklomo,0,0,0,0,6.5,6.9,5.2,4.6,1,5,0,3,EXATAS,1.08012,2.4824
848571,Marilúcia Dara de Souza Bosu,0,0,0,0,7,6.8,8.3,,1,6,2,3,HUMANAS,0.81445,3.8553
460689,Tábata Tatiane de Gimenes Dapru,0,0,0,0,4.8,4.6,6.9,5.6,1,3,3,4,HUMANAS,1.04363,2.5316
964901,Regina Eloá dos Santos Eimulpeman Yche,0,0,0,0,6.5,5.5,5.4,,0,9,2,6,EXATAS,0.60828,"3147,00"
250582,Ísis de Brandão Rukago Aiman,0,0,0,0,6.5,6.8,7.8,5.1,0,5,5,2,DIFICULDADE,1.11505,3.4673
419439,Mara de Oliveira,1,1,1,1,0,0,0,0,1,3,2,4,DIFICULDADE,0,0.5
907198,Marina Sara Rangel,1,3,1,1,0,0,0,0,1,3,2,6,DIFICULDADE,0,0.5
673173,Silvair da Conceição de Oliveira,0,0,0,0,5.2,4.1,5.5,4.6,,3,0,3,DIFICULDADE,0.6245,0.7095
530924,Osório Quirino Lavem,1,1,3,3,0,0,0,0,1,7,2,6,DIFICULDADE,0,0.5
901821,Caio Xerxes Ximenes,0,0,0,0,6,6.7,5.9,5.2,1,12,5,6,EXATAS,0.61373,2.5417
987435,Laila de Sobral Taruhozu Sadiflazson,1,1,1,1,0,0,0,,,3,3,5,DIFICULDADE,0,"0,00"
